V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
0.19847606,0.184203927,0.181185038,0.225377019,0.202020489,0.206163138,0.201362759,0.230261271,0.174210441,0.196851907,0.344983584
0.358663863,0.310027624,0.259337039,0.464034021,0.259681269,0.717997151,0.481846445,0.67791347,0.456937966,0.478298686,0.700686187
0.202442104,0.243603994,0.213140093,0.235332155,0.219425637,0.297304543,0.197070258,0.185089793,0.319400994,0.344764799,0.435259525
0.20201031,0.190605767,0.208183172,0.19921516,0.156138349,0.182495324,0.239483257,0.428705044,0.339891803,0.158844717,0.753106447
0.199850659,0.213133581,0.227004112,0.232839556,0.2173757,0.175920818,0.300030958,0.172972702,0.315847579,0.138011371,0.385932407
0.335540666,0.532472575,0.449628937,0.395213468,0.44076917,0.317073986,0.466986243,0.835358921,0.43854129,0.703314868,0.743814312
0.219766741,0.287495412,0.252079716,0.333227713,0.193630606,0.272663769,0.239835437,0.265800038,0.498153393,0.517368645,0.288094427
0.329459218,0.334105952,0.375238282,0.393157958,0.308826577,0.144191942,0.302824884,1.532790419,0.976117146,0.670059613,1.833197885
0.322848214,0.324995052,0.315812494,0.16830901,0.277993702,0.246318613,0.799823202,1.413925482,0.497316516,0.77431036,2.200210294
0.613787698,0.531550815,0.793312011,0.624654176,0.716141316,0.478128934,0.874674343,1.067338097,0.870808525,2.155208152,0.833437933
0.718630643,0.69022977,0.884983681,0.943341866,0.865224837,1.165601969,0.847364821,2.176362054,1.099303255,1.885833391,1.690339321
0.185874343,0.236932605,0.160836179,0.215771708,0.171287385,0.210983873,0.110903383,0.790583564,0.494335682,0.215511169,0.56944394
0.23487596,0.243101372,0.205080381,0.260019637,0.230118076,0.221414827,0.239678307,0.198210606,0.278953392,0.212426882,0.297269592
0.133071782,0.267445651,0.178022815,0.167868505,0.180881865,0.167758733,0.202948273,0.282049149,0.318761537,0.877368537,0.48113724
0.255707082,0.246110144,0.246395553,0.27433345,0.246591956,0.283881639,0.249217439,0.389096157,0.285428352,0.304211385,0.406251076
0.23092517,0.188623181,0.173584907,0.178079193,0.198016273,0.194552199,0.312290541,0.581666436,0.165368327,0.582000574,0.526999507
0.29721567,0.340517003,0.176662991,0.297468994,0.461048529,0.368684963,0.801878286,1.615228659,1.294511927,0.469888596,1.989722056
0.182838388,0.170086031,0.171299551,0.15547039,0.157813281,0.179906897,0.190370356,0.178969548,0.163221546,0.166801859,0.298817528
0.13473341,0.139646556,0.174915828,0.163946037,0.174809291,0.198242313,0.14225757,0.367676062,0.242766349,0.281730448,0.46103255
0.288271824,0.165917498,0.16758009,0.16787863,0.167528152,0.169813584,0.297007282,0.513379563,0.319372637,0.226487081,0.459928725
0.147450546,0.137540569,0.142903178,0.186514194,0.192782769,0.152640703,0.171821601,0.236887261,0.180069396,0.400067356,0.31010808
0.184265564,0.151907601,0.148094886,0.182430683,0.142720423,0.167827355,0.141711723,0.324945171,0.188707278,0.418583019,0.465997145
0.141675567,0.16018245,0.1802355,0.189598801,0.182250623,0.149856566,0.186301252,0.152930287,0.231798844,0.171225533,0.426514899
0.206492539,0.236392405,0.219390808,0.27134179,0.321285264,0.204976418,0.197809768,0.342820011,0.329782464,0.371097997,0.563328314
0.24105935,0.248193663,0.263943129,0.254115966,0.286628694,0.266021641,0.276111787,0.421316721,0.270115008,0.219438208,0.223341689
0.244578384,0.292665538,0.174832751,0.253267523,0.242539462,0.345152405,0.256610857,1.149318813,0.249537087,0.797210595,0.290778118
0.225971671,0.214618912,0.208678987,0.207044801,0.18610989,0.464740972,0.399604868,0.459175741,0.507671445,0.479488856,0.584169837
0.179898967,0.2660857,0.232804755,0.17806575,0.246184938,0.417848203,0.418365152,1.981754047,0.46163553,0.697532693,0.72062183
0.186482524,0.178542105,0.169154714,0.221707028,0.182255995,0.163608629,0.189779131,0.524586387,0.235006304,0.341067769,0.40738808
0.138554762,0.220802586,0.192269118,0.2122572,0.183506769,0.220032893,0.187323426,0.669086323,0.29932059,0.282155585,0.480359117
0.251535478,0.366985222,0.194491082,0.320431692,0.306365481,0.379973027,0.266998685,1.684359927,0.626578353,1.890245345,1.651937507
0.154505009,0.159188112,0.15741805,0.159132346,0.191080314,0.220866145,0.16429807,0.291186889,0.311631685,0.317128349,0.440499741
0.178778132,0.170549891,0.178784977,0.232166508,0.216223127,0.182142949,0.175137446,0.321465704,0.196711533,0.420587871,0.303689941
0.137005324,0.153117746,0.134540824,0.167301183,0.200624765,0.182438191,0.24637283,0.449371826,0.309748185,0.370438609,0.392123784
0.162467556,0.166881327,0.187159317,0.202028,0.17128067,0.294552969,0.215133258,0.755513953,0.349638281,0.255890469,0.944784104
0.245028024,0.175918757,0.18382992,0.223766333,0.251696816,0.305131938,0.21439741,1.045058428,0.491327501,1.913044613,0.361029461
0.213693548,0.187339326,0.240763201,0.208391748,0.205943676,0.214906875,0.192349705,0.331438824,0.222552312,0.312312439,0.479458076
0.237528731,0.206631442,0.15104303,0.246066125,0.237601397,0.209466025,0.244218579,1.626831908,0.688376369,2.07041078,0.803885164
0.259545859,0.195170637,0.196182075,0.177260651,0.231279706,0.249428773,0.238113928,0.320100339,0.220377228,0.356168185,0.383383876
0.383827615,0.193124689,0.231288042,0.167267449,0.31211734,0.245725358,0.410263451,0.55041136,1.126612024,0.795252072,1.555246667
0.263198774,0.245086917,0.222524621,0.308522351,0.211329428,0.393426461,0.217369571,0.700196181,0.649853924,1.004832087,0.604222686
0.264325276,0.276179322,0.21309231,0.267262777,0.316902911,0.33994247,0.879633609,0.945951124,0.977952332,1.833165033,1.5677022
0.181518917,0.172867997,0.193747772,0.176523378,0.169189986,0.304261934,0.331764073,0.63340996,0.306623238,0.390641709,0.346911652
0.170619365,0.184549079,0.1674062,0.220346759,0.193726151,0.208094819,0.206846407,1.785918302,0.269923695,0.656648953,0.406128553
0.293104366,0.231463318,0.27131325,0.193219868,0.255520774,0.329159652,0.297692689,0.675646131,0.399519563,0.275580378,0.783005876
0.531913334,0.510384891,0.40314032,0.448062694,0.42193314,0.59376958,0.614669638,1.145362911,0.825914555,0.402868285,1.2949892
0.19422367,0.185471005,0.271263287,0.256429882,0.294332073,0.251639522,0.202924034,0.567184402,0.345530107,0.271741761,0.635423454
0.263444048,0.314955455,0.3120462,0.319888657,0.32533592,0.274237106,0.354747678,0.43971695,0.290287888,0.355644529,0.418782322
0.147776541,0.144995827,0.186494654,0.165725656,0.189796334,0.169690989,0.198122032,0.339226768,0.156463199,0.226492504,0.20709422
0.363191441,0.453637798,0.382985784,0.272041228,0.473519441,0.207468378,0.320143915,2.247645377,0.298654837,0.78879731,2.034220569
0.225628927,0.241044775,0.181426823,0.243735582,0.271029853,0.279295495,0.209661555,0.467163856,0.225813848,0.3794608,0.489948171
0.225648532,0.217068856,0.182654646,0.161879615,0.191169715,0.1559526,0.206613402,0.192641399,0.140214794,0.201894422,0.231932701
0.401817351,0.609355577,0.666695469,0.602829238,0.549873429,0.671775368,0.526679861,0.474904974,0.61479012,1.010333937,0.668141144
0.520898525,0.543402781,0.440916219,0.53700791,0.6504723,0.515773087,0.523084847,1.29385089,0.580619809,0.678370598,0.678072073
0.247854955,0.317207264,0.300607503,0.202787959,0.246624704,0.384088785,0.220309577,2.278138703,0.583910839,0.280986112,1.561181901
0.197879941,0.137327208,0.161656522,0.1676945,0.235949936,0.236950495,0.321193762,1.487428842,0.482709011,0.579359031,0.730424113
0.362602493,0.409195034,0.418506326,0.683922213,0.545317811,0.699157317,0.337312487,0.69200437,0.596469889,1.242498872,0.916533562
0.203431948,0.158748128,0.170284357,0.166020618,0.15340498,0.208537528,0.224993687,0.528772981,0.220126458,0.675247919,0.417111949
0.176104925,0.186150775,0.204164085,0.178515991,0.179147461,0.130265704,0.249688308,0.241283263,0.217524519,0.181920563,0.332865997
0.172391158,0.220403649,0.210603663,0.269561053,0.209889,0.204515016,0.243430978,0.226950552,0.29853353,0.326946741,0.378826016
0.142713886,0.148310072,0.13876788,0.179477424,0.162044853,0.213427569,0.186232732,0.225512503,0.121458865,0.185375673,0.379421699
0.284371808,0.169098418,0.172552625,0.152176818,0.25366801,0.134074773,0.173829075,0.757667921,0.371720149,0.600318085,0.482550721
0.282844881,0.257486617,0.180892048,0.286110122,0.153662416,0.230667165,0.25256174,0.631333697,0.383196792,0.588095528,0.870579736
0.211863782,0.153343143,0.176833682,0.267873846,0.19309824,0.212340809,0.236234531,0.198385134,0.213713328,0.451644181,0.56703862
0.373163678,0.217453172,0.228928827,0.289251187,0.298138184,0.301240941,0.311906019,1.075954044,0.640582289,0.98227068,0.066817206
0.201335518,0.165764543,0.150777163,0.212526498,0.166614235,0.221946587,0.177056039,0.267056442,0.343157627,0.827313343,0.888854721
0.219423919,0.184921368,0.226135104,0.150623189,0.189067273,0.250679226,0.301301861,0.877236559,0.269392807,0.698213018,0.467057804
0.364499336,0.188429921,0.189694117,0.28567015,0.267804787,0.227471022,0.459359284,0.204288289,0.463217133,1.393400622,0.893014579
0.151780426,0.202628444,0.190082171,0.155514133,0.166294814,0.246755983,0.267318175,0.433814449,0.198869451,0.557432688,0.688677728
0.238877191,0.202064032,0.167243701,0.264157757,0.199318225,0.17673356,0.213705068,0.321606951,0.237966846,0.366338417,0.484304637
0.262914793,0.311297565,0.19651777,0.176222126,0.159726461,0.159291663,0.195724316,0.677373165,0.303397371,0.688270678,0.690441346
0.152885441,0.208795182,0.185176648,0.194833617,0.200822668,0.162176829,0.222067495,0.379867394,0.150001192,0.427698059,0.474757329
0.248284047,0.241848034,0.258226443,0.244290204,0.224898275,0.191111481,0.305780202,0.857984655,0.227924858,0.7085174,0.93382063
0.182553703,0.162934154,0.173662888,0.154297862,0.192812554,0.187785149,0.204015907,0.252434953,0.278906647,0.15063366,1.186908289
0.305098616,0.248231572,0.28360388,0.256673289,0.218753535,0.297704269,0.302424373,0.409721708,0.281971484,0.627629097,0.539387644
0.252516051,0.324988859,0.208564658,0.193928136,0.260868342,0.378361674,0.340649002,0.474613795,0.396929321,1.608602046,2.273870717
0.213386427,0.185443936,0.187533825,0.221203271,0.212730642,0.241716095,0.186293742,1.101597752,0.236283932,0.336512903,0.272524599
0.424909693,0.720376271,0.731239851,0.892026552,0.653286805,0.369971108,0.684154214,1.761871197,0.6481031,1.06270136,1.171686147
0.183463196,0.216562043,0.226023664,0.468979089,0.343466417,0.293801934,0.315853678,0.806813484,0.728438644,0.42758831,0.613543843
0.258905238,0.321581464,0.245384217,0.249351082,0.32599504,0.257471025,0.335999507,0.420984362,0.383285997,0.169688197,0.821951411
0.162749426,0.190448178,0.181903681,0.192069577,0.172646171,0.190221521,0.175488536,0.287495347,0.185882137,0.146306988,0.136960543
0.496646472,0.259592902,0.265720404,0.382637388,0.271345852,0.518226079,0.449243843,1.694306859,0.944289347,1.703277735,2.127810043
0.445643642,0.282618663,0.285684863,0.265432538,0.314715363,0.367609949,0.367664061,0.498500031,0.289545693,0.363360614,0.420386983
0.238812809,0.219197852,0.184527039,0.3141766,0.195788983,0.267428835,0.310072821,0.800640086,0.237959206,0.433929842,0.562685101
0.209882479,0.189119212,0.204882213,0.197543775,0.173877175,0.225861124,0.253028252,0.488586703,0.242080441,0.500366206,0.271515715
0.241567159,0.202729605,0.222774334,0.262701557,0.187510137,0.227550807,0.24046921,0.181452557,0.287740835,0.241890892,0.384810858
0.197202078,0.17819451,0.184134004,0.22859236,0.198088723,0.203519364,0.22016772,0.221671328,0.243193577,0.151297385,0.349441543
0.281830874,0.254866826,0.15185864,0.162196727,0.247185879,0.411806987,0.345158009,1.835312517,0.694032734,0.453602696,1.737756434
0.308832283,0.252921485,0.303432254,0.18499751,0.210493383,0.248129188,0.450275748,2.558439785,0.402022281,2.022482102,1.708911007
0.272358852,0.348873427,0.349064121,0.330147053,0.352441416,0.350837977,0.3088187,0.35451242,0.512149489,0.666298269,2.13131024
0.328116352,0.294173295,0.208178285,0.192838494,0.3052298,0.360020326,0.228090037,0.349254695,0.550664286,0.52286183,1.843633169
0.425383359,0.348378204,0.244444508,0.360206281,0.322319904,0.43470664,0.325938376,0.296221131,0.654160974,0.432806147,0.381220946
0.350370975,0.372861247,0.351595339,0.255153729,0.260966924,0.42022918,0.230069383,0.448698608,0.297575286,1.333378975,1.886767058
0.370691531,0.41150098,0.373281152,0.278025425,0.45573302,0.326244521,0.488697172,1.900557928,0.540175459,0.250208717,0.946839449
0.163491578,0.226628529,0.310869569,0.411349902,0.171528182,0.374379659,0.357722119,0.741153908,0.547666406,1.241793159,1.397984609
0.229354888,0.207855551,0.164148791,0.20278994,0.18192453,0.379511276,0.308668711,0.407303206,0.579112688,0.95596593,0.885741572
0.169789893,0.185594196,0.187470983,0.253058418,0.150082587,0.308502409,0.212466763,0.509443674,1.421169228,0.919148751,2.399627531
0.236774813,0.211191164,0.200598106,0.211095894,0.186778068,0.256075948,0.191308659,0.173775664,0.234808379,0.239859937,0.266417129
0.210073091,0.207328957,0.170009233,0.200531578,0.159339351,0.239775652,0.16804664,0.435546606,0.181521426,0.386174401,0.160998098
0.235241466,0.232936385,0.336047668,0.346535003,0.402191195,0.206035365,0.346924676,0.553289473,0.564554239,0.328509881,0.427645233
0.220749225,0.194650198,0.186378616,0.146722739,0.145105366,0.16504908,0.185357206,0.298036324,0.18345576,0.510101944,0.30754236
0.257923577,0.155215444,0.168859208,0.147067951,0.194899436,0.25307195,0.146356925,0.640136908,0.2385161,0.428907903,0.608854856
0.455162235,0.498617636,0.27585331,0.253606375,0.258794714,0.281878636,0.319797073,1.543861153,0.907885154,1.576856755,1.566976792
0.214534715,0.173253808,0.201404049,0.198341085,0.181170745,0.147573864,0.214235232,0.490262559,0.355680182,0.332175907,0.421115302
0.137983926,0.135216865,0.1668194,0.164016678,0.197930921,0.162397379,0.140083957,0.300131085,0.384166393,0.499937163,0.351711957
0.235629497,0.206616792,0.239067313,0.256941461,0.220978612,0.245177548,0.230550004,0.234021075,0.271624403,0.275315726,0.358023293
0.179860074,0.178407454,0.197864329,0.245445011,0.218100559,0.19579758,0.175041262,0.592603814,0.223372719,0.17943632,0.2688757
0.152522442,0.153339295,0.156066741,0.183917306,0.172155725,0.201421987,0.173545409,0.165569697,0.21210669,0.141058898,0.171424267
0.287183365,0.234807073,0.243276351,0.181135917,0.305197913,0.226894279,0.32295549,0.488170344,0.235096085,2.269449428,0.693709901
0.245038008,0.407826746,0.29878789,0.216514942,0.20807259,0.375954391,0.333240817,0.622235279,0.622055993,0.492191651,2.375437829
0.15703082,0.161955546,0.144330021,0.160309589,0.191813532,0.210048983,0.158886076,0.451082747,0.436277546,0.734188867,0.51751409
0.125631593,0.141017744,0.175104725,0.182147663,0.168877598,0.1280187,0.139833625,0.506448772,0.291693044,0.284601021,0.249491711
0.345722875,0.316205829,0.185224015,0.318806368,0.534907767,0.338521838,0.450238518,1.517304367,0.561585026,0.510919019,1.235310277
0.381483328,0.64188395,0.293167828,0.308906821,0.441223097,0.310814225,0.701534323,1.569717295,0.709723953,1.466604136,0.744955354
0.365414236,0.576619425,0.403337601,0.275528244,0.320583907,0.295378932,0.267039177,0.571708149,0.274854175,0.598547528,1.047558434
0.156451946,0.211338022,0.156997149,0.171823007,0.189135337,0.280305515,0.180465541,0.467907238,0.210581811,0.293456617,0.260004978
0.230075875,0.218707807,0.192007191,0.146390519,0.314660583,0.158903597,0.377230753,1.721335635,0.476485466,0.844105155,1.534757083
0.16323106,0.18550003,0.196403832,0.234127355,0.157915489,0.175344586,0.182406048,0.191185728,0.223696848,0.23323499,0.34832866
0.399842873,0.176634275,0.208688465,0.235976949,0.261748818,0.262109698,0.374323344,2.204116032,0.45449974,1.077208029,2.444568055
0.218437534,0.200501332,0.226857684,0.254319495,0.190369513,0.223924992,0.211508915,0.590278986,0.172342116,0.230195821,0.428938559
0.358557837,0.467956356,0.199611336,0.454731712,0.360677337,0.41889201,0.297919599,0.679314917,0.445425689,0.316477602,0.975974472
0.204039384,0.24778148,0.258244312,0.276151681,0.255014392,0.184662647,0.319034818,0.40141917,0.420423918,0.353231943,0.405612021
0.210144337,0.196811391,0.247477954,0.289150738,0.234814612,0.284550922,0.351144799,1.047705816,0.796652146,0.654075975,0.744057188
0.223373691,0.207577938,0.157996678,0.198336372,0.197138015,0.279213427,0.143246691,0.243741851,0.201016312,0.500224947,0.329395968
0.158155268,0.217383568,0.181822062,0.331155202,0.24268191,0.241080752,0.295782059,0.74572232,0.242699522,0.235697104,1.05986055
0.21774482,0.238239255,0.319384863,0.217788396,0.197458237,0.310692356,0.647054997,1.542750807,0.548804018,1.05034606,1.581976737
0.218923856,0.208387409,0.265384583,0.174176828,0.21750746,0.522557791,0.225890359,0.841909694,0.719150931,1.433537265,1.41910705
0.211119227,0.226408435,0.142394807,0.164777368,0.269181018,0.297019691,0.250555772,1.67212725,0.529607342,1.027577969,1.684692672
0.181697066,0.176776911,0.192414105,0.182090263,0.185034636,0.141932958,0.190342132,0.154652481,0.202338699,0.230520565,0.277567749
0.262111364,0.261756025,0.221677114,0.385400352,0.403005004,0.269761536,0.387583277,0.550114471,0.523926096,1.999577705,0.711240023
0.181625823,0.384100279,0.28977744,0.568005328,0.228370248,0.35910002,0.239036822,1.484162444,0.366002753,1.120124258,1.80245699
0.285305371,0.296793628,0.273246601,0.208909858,0.235579147,0.301281257,0.237881709,0.666397727,0.466717285,0.205398379,0.530183483
0.133790735,0.139722082,0.147006445,0.162930282,0.143462478,0.176498749,0.11665104,0.160750886,0.121523436,0.191034314,0.193356623
0.166790852,0.197014931,0.152693037,0.147269902,0.165929097,0.175165322,0.175458605,0.241478625,0.213739577,0.24422849,0.377057069
0.180902964,0.216906517,0.244586976,0.136073795,0.213312291,0.381931829,0.313277258,1.014618842,0.407423516,0.526275008,0.568971312
0.260756144,0.230980216,0.305471105,0.25742034,0.512432401,0.773883866,0.474015404,1.999133757,0.815745795,1.320506065,1.113177495
0.273701712,0.265452955,0.291228515,0.239841444,0.272859884,0.270521172,0.205710593,0.768905366,0.469712115,0.679931936,2.128952576
0.151839694,0.149108301,0.146815438,0.260995075,0.172408209,0.207365214,0.147147413,0.541072368,0.15695242,0.43926599,0.176161851
0.209840935,0.148097782,0.210097535,0.209319564,0.265795106,0.227562738,0.247008012,0.339752285,0.365003772,0.180451542,0.606082899
0.149507062,0.272443815,0.249562205,0.226334746,0.224594547,0.225764927,0.211784929,0.895303354,0.266665622,0.368404356,0.842553108
0.158143748,0.131300437,0.139594279,0.149062512,0.168285227,0.126398758,0.173527642,0.244023263,0.163155685,0.382048307,0.341216979
0.220022524,0.128244365,0.141221016,0.164871593,0.136214038,0.172822625,0.192752676,0.449397132,0.24714203,0.315045606,0.274022713
0.274618138,0.140870855,0.128640119,0.182774204,0.156049496,0.155941503,0.124282509,0.324948984,0.191638763,0.282417332,0.148806778
0.248684515,0.267105154,0.29556869,0.282149043,0.291007748,0.388747361,0.458055898,0.434609844,0.668749657,0.601064532,1.376913052
0.138595087,0.151072247,0.142230837,0.177030799,0.16271067,0.133928979,0.156048901,0.2797506,0.098823568,0.177695104,0.16042158
0.30738503,0.283795993,0.228084396,0.324357881,0.185639541,0.230650251,0.235727156,1.628769985,0.629361544,0.399104629,2.285875062
0.147244257,0.185672982,0.15045509,0.248088908,0.192584591,0.21089961,0.198274559,0.576677456,0.232486053,0.369036049,0.489954288
0.215343614,0.204964576,0.161653808,0.301247333,0.248355975,0.302875425,0.319941533,0.358896234,0.264977102,0.514606928,0.835616355
0.208593025,0.203419949,0.178341061,0.18812376,0.174396069,0.223072379,0.193611911,0.359326788,0.228940172,0.235054872,0.241226979
0.290723808,0.265941972,0.266078724,0.241723689,0.243532604,0.294291153,0.276636629,0.284839174,0.300787312,0.373117168,0.366622547
0.151455794,0.272799338,0.218867994,0.222877242,0.180203321,0.141330323,0.250212332,0.505070913,0.210807873,0.697565522,0.379123961
0.379795115,0.583500777,0.275602872,0.19470799,0.210787273,0.504329911,0.505805763,1.620580327,1.138624428,1.41859049,1.992518015
0.201951705,0.198450737,0.189246135,0.226012496,0.19669596,0.182876291,0.252028087,0.324649339,0.260471439,0.320832797,0.134741864
0.221551889,0.23708387,0.203856018,0.194247085,0.214289435,0.211782049,0.300477543,0.35000665,0.255366053,0.218461483,0.128670404
0.147624396,0.13583394,0.135346412,0.144731531,0.135117269,0.139705116,0.151865887,0.365971547,0.224466776,0.396855112,0.257849155
0.198523119,0.165702557,0.158699407,0.250202882,0.195649978,0.181897645,0.201518198,0.525483259,0.295359607,0.347376629,0.369857323
0.211053947,0.176981987,0.149348536,0.139599016,0.170096573,0.126369784,0.161408214,0.206866186,0.15304519,0.634981964,0.256160295
0.417258902,0.217362157,0.174477724,0.180503214,0.19585114,0.248058724,0.135427346,2.149738713,0.397584358,0.502535794,0.55942158
0.180882133,0.177867674,0.164445082,0.166569621,0.184405985,0.149323323,0.156105515,0.263149674,0.231964435,0.452814706,0.143106049
0.172967594,0.184302185,0.143144553,0.160644771,0.201977568,0.183198003,0.165355839,0.394287791,0.146658515,0.286022341,0.404297036
0.260054796,0.280245632,0.170806113,0.15262196,0.164865225,0.221145321,0.224871809,0.174248214,0.216814991,0.952775014,0.129121927
0.140806347,0.164487961,0.163361756,0.15997706,0.158259945,0.146570826,0.215934103,0.335986087,0.297183562,0.573997647,0.786759693
0.170527854,0.157351182,0.184623238,0.206634727,0.154397085,0.214224205,0.188992945,0.441657696,0.413340098,0.324398447,0.504252578
0.647935349,0.452013082,0.339886711,0.450454431,0.556208358,1.044699528,0.656712477,2.160383633,0.775636821,0.609244824,1.555389914
0.18983906,0.206202584,0.267461626,0.368933773,0.240914293,0.293726731,0.201447129,0.531801734,0.248789979,0.195097118,0.664186807
0.187019208,0.198829615,0.187231867,0.216598855,0.214667176,0.152957663,0.216916402,0.127937104,0.109518164,0.185023414,0.26433597
0.277424496,0.179473675,0.152329333,0.206677993,0.171826965,0.218506809,0.288869719,0.247106771,0.317130851,0.332638779,0.349420105
0.212413159,0.208847688,0.170515683,0.148370092,0.185453082,0.123740724,0.204302151,0.458484249,0.197653403,0.705827037,0.962462235
0.199100104,0.17433022,0.20224665,0.276806128,0.153315696,0.289629699,0.298330846,0.477443369,0.502210518,0.880303383,0.449501378
0.243837105,0.206141153,0.155295334,0.286031793,0.190554088,0.295298275,0.31546385,0.700333813,0.44554839,1.92386753,0.657696541
0.282615456,0.227578084,0.25609914,0.357489808,0.22145013,0.377670174,0.274998863,1.884935075,0.371712449,2.047378396,1.432102187
0.680344451,0.584653716,0.560925533,0.481223072,0.569564737,0.793583006,0.7109226,0.625597493,0.436491223,1.862115425,1.92323134
0.46541016,0.384003619,0.309512543,0.262770093,0.277792318,0.355161628,0.409991023,0.293414089,0.468256688,0.254580904,0.286438595
0.181855304,0.187744978,0.252756742,0.195397058,0.180210798,0.349049581,0.202454696,0.614619265,0.50746647,1.602569579,0.964615102
0.188307055,0.177933612,0.155027538,0.234535235,0.209421643,0.204701098,0.199455272,0.33428285,0.114506434,0.423616345,0.582946748
0.186276185,0.195731382,0.226694934,0.194367458,0.187601834,0.262345179,0.221309938,0.664511853,0.373069688,0.31573146,0.338747744
0.204463673,0.223737927,0.202425592,0.269944625,0.217477082,0.193250724,0.226587896,0.527941177,0.432715004,0.543810471,0.541381075
0.251058987,0.261315102,0.242723339,0.327463582,0.302887608,0.268380669,0.265219781,0.541386099,0.459923236,0.665820785,1.496727757
0.155107381,0.12391007,0.177689629,0.145011745,0.131323165,0.145754887,0.136692324,0.34796284,0.154465607,0.367649975,0.489813671
0.170070626,0.200709085,0.184166309,0.151547141,0.187484438,0.23668012,0.14674747,0.617835212,0.242049942,0.631869563,0.316998381
0.165914279,0.240139641,0.214971947,0.288747403,0.196718396,0.202737891,0.229981458,0.220475112,0.132801833,0.465875521,0.323969718
0.276133064,0.244301687,0.241906687,0.271346326,0.318462622,0.312986444,0.291243207,0.405121206,0.329574352,1.121189126,0.893596751
0.343527755,0.279904892,0.282636029,0.204233525,0.321587494,0.34236124,0.616950388,0.558471606,0.239814711,1.625809188,1.676976637
0.304972149,0.238009598,0.297330779,0.192449619,0.180321453,0.305294046,0.353823621,1.628690541,1.070336025,0.278662866,1.764863024
0.216217555,0.224269622,0.226882342,0.268440085,0.217268347,0.268407059,0.281679288,0.464177975,0.285672803,0.196940037,0.230588268
0.402055142,0.615664304,0.266433327,0.324867004,0.389786557,0.354438011,0.545989524,1.163949269,0.881905497,1.54785758,2.09810134
0.249181692,0.269012003,0.210512387,0.250730324,0.559209533,0.354368087,0.414698563,0.421675421,0.503080936,1.154932997,1.211531784
0.358495927,0.250402296,0.278563184,0.358357618,0.286491982,0.330298516,0.330825977,1.61779299,1.518201371,0.465060008,0.639224115
0.314055496,0.28092397,0.313601475,0.338976567,0.328462863,0.353297805,0.396084966,0.277415426,0.485108666,0.591145123,2.435413134
0.349243759,0.258712834,0.137443853,0.198343801,0.351532605,0.303315802,0.283413226,1.596094784,0.979486267,0.516244939,0.389963851
0.404428435,0.235609473,0.242995306,0.304277942,0.23606848,0.443209356,0.36884621,0.650668633,0.511952317,0.751245733,0.549559395
0.24555953,0.215670738,0.240983401,0.278704699,0.325881761,0.223958159,0.213654046,0.610610744,0.221593864,0.600237444,2.259933373
0.232205233,0.22125142,0.223068735,0.232508838,0.277795313,0.253826294,0.197611818,0.376680794,0.204460644,0.324350604,0.224490425
0.166952131,0.225786024,0.209128887,0.218711142,0.18157165,0.131890837,0.331520523,0.503729232,0.268823152,0.562693029,0.563282908
0.313881475,0.365044301,0.33755457,0.422428538,0.434062012,0.394489648,0.368350305,0.303635384,0.415450695,0.252436933,0.346574209
0.242022019,0.153934693,0.234444529,0.218355812,0.370386881,0.329844327,0.204232826,0.734285823,0.183036659,0.986431716,0.51712385
